"email_id","status","alert_id","error_message","retry_count"
"43453","processed","9531","","0"
"43452","processed","9532","","0"
"43451","processed","9533","","0"
"42622","failed","","Failed to extract data: Data Extraction Service error: 500","1"
"42322","failed","","Failed to extract data: Data Extraction Service error: 500","1"
"42189","failed","","Failed to extract data: Data Extraction Service error: 500","1"
"38678","processed","9534","","0"
"38677","processed","9535","","0"
"38676","processed","9536","","0"
"38675","processed","9537","","0"
"38674","processed","9538","","0"
"38673","processed","9539","","0"
"38672","processed","9540","","0"
"38671","processed","9541","","0"
"38670","processed","9542","","0"
"38669","processed","9543","","0"
"38668","processed","9544","","0"
"38667","processed","9545","","0"
"38666","processed","9546","","0"
"38665","processed","9547","","0"
"38664","processed","9548","","0"
"38663","processed","9549","","0"
"38662","processed","9550","","0"
"38661","processed","9551","","0"
"38660","processed","9552","","0"
"38659","processed","9553","","0"
"38658","processed","9554","","0"
"38657","processed","9555","","0"
"38656","processed","9556","","0"
"38655","processed","9557","","0"
"38654","processed","9558","","0"
"38653","processed","9559","","0"
"38652","processed","9560","","0"
"38651","processed","9561","","0"
"38650","processed","9562","","0"
"38649","processed","9563","","0"
"38648","processed","9564","","0"
"38647","processed","9565","","0"
"38646","processed","9566","","0"
"38645","processed","9567","","0"
"38644","processed","9568","","0"
"38643","processed","9569","","0"
"38642","processed","9570","","0"
"38641","processed","9571","","0"
"38640","processed","9572","","0"
"38639","processed","9573","","0"
"38638","processed","9574","","0"
"38637","processed","9575","","0"
"38636","processed","9576","","0"
"38635","processed","9577","","0"
"38634","processed","9578","","0"
"38633","processed","9579","","0"
"38632","processed","9580","","0"
"38631","processed","9581","","0"
"38630","processed","9582","","0"
"38629","processed","9583","","0"
"38628","processed","9584","","0"
"38627","processed","9585","","0"
"38626","processed","9586","","0"
"38625","processed","9587","","0"
"38624","processed","9588","","0"
"38623","processed","9589","","0"
"38622","processed","9590","","0"
"38621","processed","9591","","0"
"38620","processed","9592","","0"
"38619","processed","9593","","0"
"38618","processed","9594","","0"
"38617","processed","9595","","0"
"38616","processed","9596","","0"
"38615","processed","9597","","0"
"38614","processed","9598","","0"
"38613","processed","9599","","0"
"38612","processed","9600","","0"
"38611","processed","9601","","0"
"38610","processed","9602","","0"
"38609","processed","9603","","0"
"38608","processed","9604","","0"
"38607","processed","9605","","0"
"38606","processed","9606","","0"
"38605","processed","9607","","0"
"38604","processed","9608","","0"
"38603","processed","9609","","0"
"38601","processed","9610","","0"
"38600","processed","9611","","0"
"38599","processed","9612","","0"
"38598","processed","9613","","0"
"38597","processed","9614","","0"
"38596","processed","9615","","0"
"38595","processed","9616","","0"
"38594","processed","9617","","0"
"38593","processed","9618","","0"
"38592","processed","9619","","0"
"38591","processed","9620","","0"
"38590","processed","9621","","0"
"38589","processed","9622","","0"
"38588","processed","9623","","0"
"38587","processed","9624","","0"
"38586","processed","9625","","0"
"38585","processed","9626","","0"
"38584","processed","9627","","0"
"38583","processed","9628","","0"
"38582","processed","9629","","0"
"38581","processed","9630","","0"
"38580","processed","9631","","0"
"38579","processed","9632","","0"
"38578","processed","9633","","0"
"38577","processed","9634","","0"
"38576","processed","9635","","0"
"38575","processed","9636","","0"
"38574","processed","9637","","0"
"38573","processed","9638","","0"
"38572","processed","9639","","0"
"38571","processed","9640","","0"
"38570","processed","9641","","0"
"38569","processed","9642","","0"
"38568","processed","9643","","0"
"38567","processed","9644","","0"
"38566","processed","9645","","0"
"38565","processed","9646","","0"
"38564","processed","9647","","0"
"38563","processed","9648","","0"
